zhAddress,zhLink,zhName,zhNum,zhTime,zhType
深圳,position_detail.php?id=47078&keywords=&tid=0&lid=0,23671-企鹅号内容货架产品运营（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47079&keywords=&tid=0&lid=0,23671-企鹅号新热爆内容产品运营（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47080&keywords=&tid=0&lid=0,25666-腾讯云保险业KA销售（北京/上海/深圳） ,3,2019-01-30,市场类
深圳,position_detail.php?id=47081&keywords=&tid=0&lid=0,CSIG17-用户研究员,1,2019-01-30,设计类
北京,position_detail.php?id=47082&keywords=&tid=0&lid=0,CSIG17-用户研究员,1,2019-01-30,设计类
上海,position_detail.php?id=47070&keywords=&tid=0&lid=0,25666-腾讯云华东区域销售（上海/河南/山东）,2,2019-01-30,市场类
上海,position_detail.php?id=47071&keywords=&tid=0&lid=0,30624-腾讯广告国际奢侈品客户销售经理,1,2019-01-30,市场类
深圳,position_detail.php?id=47382&keywords=&tid=0&lid=0,22989-云技术架构师,2,2019-01-30,技术类
深圳,position_detail.php?id=47383&keywords=&tid=0&lid=0,22989-服务器技术工程师,2,2019-01-30,技术类
深圳,position_detail.php?id=47384&keywords=&tid=0&lid=0,30934-产品策划高级经理 ,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47385&keywords=&tid=0&lid=0,30934-商业化策划,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47386&keywords=&tid=0&lid=0,30622-腾讯广告QQ系流量效果广告行业运营经理（深圳）,1,2019-01-30,产品/项目类
北京,position_detail.php?id=47387&keywords=&tid=0&lid=0,30623-腾讯广告联盟广告Android高级架构师（北京）,1,2019-01-30,技术类
深圳,position_detail.php?id=47376&keywords=&tid=0&lid=0,30934-资深日本社区运营,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47377&keywords=&tid=0&lid=0,30934-海外手游运营策划,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47378&keywords=&tid=0&lid=0,30934-资深手游数据挖掘分析师,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47379&keywords=&tid=0&lid=0,22989-腾讯云serverless运营开发工程师（深圳总部）,2,2019-01-30,技术类
深圳,position_detail.php?id=47100&keywords=&tid=0&lid=0,22989-腾讯云业务后台高级开发工程师,5,2019-01-30,技术类
深圳,position_detail.php?id=47090&keywords=&tid=0&lid=0,25666-交通行业销售（北京/上海/深圳）,6,2019-01-30,市场类
深圳,position_detail.php?id=47091&keywords=&tid=0&lid=0,26699-智慧零售后台开发工程师,2,2019-01-30,技术类
深圳,position_detail.php?id=47092&keywords=&tid=0&lid=0,26699-智慧零售前端开发工程师（深圳）,2,2019-01-30,技术类
上海,position_detail.php?id=47093&keywords=&tid=0&lid=0,21062-游戏主美术设计师（上海）,1,2019-01-30,设计类
上海,position_detail.php?id=47094&keywords=&tid=0&lid=0,21062-游戏音频设计师（上海）,1,2019-01-30,产品/项目类
北京,position_detail.php?id=47083&keywords=&tid=0&lid=0,CSIG17-腾讯地图高级算法评测工程师（北京）,1,2019-01-30,技术类
北京,position_detail.php?id=47084&keywords=&tid=0&lid=0,CSIG16-腾讯地图产品经理（智能语音）,1,2019-01-30,产品/项目类
北京,position_detail.php?id=47085&keywords=&tid=0&lid=0,CSIG07-高级售前工程师（北京）,3,2019-01-30,技术类
北京,position_detail.php?id=47086&keywords=&tid=0&lid=0,23674-新闻图像视频算法高级工程师,1,2019-01-30,技术类
深圳,position_detail.php?id=47105&keywords=&tid=0&lid=0,29912-内容策略产品,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47106&keywords=&tid=0&lid=0,PCG20-部门秘书（深圳）,1,2019-01-30,职能类
成都,position_detail.php?id=47101&keywords=&tid=0&lid=0,15575-《圣斗士星矢》高级动画设计师（成都）,1,2019-01-30,设计类
深圳,position_detail.php?id=47102&keywords=&tid=0&lid=0,TME-腾讯音乐品牌经理（深圳）,1,2019-01-30,市场类
深圳,position_detail.php?id=47103&keywords=&tid=0&lid=0,TME-QQ音乐桌面端开发工程师（深圳）,1,2019-01-30,技术类
海口,position_detail.php?id=47095&keywords=&tid=0&lid=0,28481-腾讯互联网医院院长,1,2019-01-30,产品/项目类
海口,position_detail.php?id=47096&keywords=&tid=0&lid=0,28481-腾讯互联网医院药剂师,1,2019-01-30,产品/项目类
海口,position_detail.php?id=47097&keywords=&tid=0&lid=0,28481-腾讯互联网医院护士,6,2019-01-30,职能类
海口,position_detail.php?id=47098&keywords=&tid=0&lid=0,28481-腾讯互联网医院主任医生,3,2019-01-30,产品/项目类
深圳,position_detail.php?id=47099&keywords=&tid=0&lid=0,22989-大数据和人工智能（高级）架构师（售前）,3,2019-01-30,技术类
深圳,position_detail.php?id=47116&keywords=&tid=0&lid=0,23671-企鹅号短视频策略产品经理（推荐方向）-深圳,1,2019-01-30,产品/项目类
北京,position_detail.php?id=47119&keywords=&tid=0&lid=0,23671-企鹅号视频内容分析高级算法工程师（北京）,2,2019-01-30,技术类
北京,position_detail.php?id=47120&keywords=&tid=0&lid=0,30631-腾讯广告项目交付管理经理（商业分析方向）,1,2019-01-30,市场类
深圳,position_detail.php?id=47121&keywords=&tid=0&lid=0,18432-信用卡高级产品运营经理,2,2019-01-30,产品/项目类
深圳,position_detail.php?id=47107&keywords=&tid=0&lid=0,28601-211 微信支付餐饮行业运营经理（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47109&keywords=&tid=0&lid=0,25925-PC客户端开发工程师,1,2019-01-30,技术类
深圳,position_detail.php?id=47110&keywords=&tid=0&lid=0,22989-腾讯云serverless高级后台开发工程师（深圳）,3,2019-01-30,技术类
深圳,position_detail.php?id=47112&keywords=&tid=0&lid=0,22989-大数据产品经理（深圳总部）,1,2019-01-30,产品/项目类
成都,position_detail.php?id=47113&keywords=&tid=0&lid=0,22989-大数据产品经理（成都）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47104&keywords=&tid=0&lid=0,TME-QQ音乐活动运营（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47132&keywords=&tid=0&lid=0,TEG14-移动端C++开发工程师,1,2019-01-30,技术类
深圳,position_detail.php?id=47133&keywords=&tid=0&lid=0,TEG14-音视频后台研发工程师,2,2019-01-30,技术类
广州,position_detail.php?id=47122&keywords=&tid=0&lid=0,WXG07-117 广州研发部客户端开发工程师（广州）,1,2019-01-30,技术类
深圳,position_detail.php?id=47123&keywords=&tid=0&lid=0,CSIG16-汽车和出行行业高级iOS研发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=47124&keywords=&tid=0&lid=0,26699-智慧零售生态运营经理（深圳）,1,2019-01-30,产品/项目类
上海,position_detail.php?id=47125&keywords=&tid=0&lid=0,26699-智慧零售生态运营经理（深圳/上海）,1,2019-01-30,产品/项目类
北京,position_detail.php?id=47127&keywords=&tid=0&lid=0,CSIG16-车联网产品经理（车主服务&4S店新零售）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47128&keywords=&tid=0&lid=0,PCG10-浏览器搜索后台开发工程师,1,2019-01-30,技术类
深圳,position_detail.php?id=47114&keywords=&tid=0&lid=0,29303-计算机视觉高级研究员（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=47115&keywords=&tid=0&lid=0,28481-医疗健康UI开发工程师（深圳）,1,2019-01-30,设计类
北京,position_detail.php?id=47146&keywords=&tid=0&lid=0,30625-腾讯广告KA汽车行业经理,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47147&keywords=&tid=0&lid=0,21309-深圳市腾讯教育科技有限公司3D多媒体设计师,1,2019-01-30,设计类
深圳,position_detail.php?id=47136&keywords=&tid=0&lid=0,18402-ACT/ARPG手游商业化/本地化策划（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47137&keywords=&tid=0&lid=0,18402-ACT/ARPG手游市场运营（社区方向）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47139&keywords=&tid=0&lid=0,27092-Android客户端开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=47140&keywords=&tid=0&lid=0,CSIG14-金融监管产品经理（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47141&keywords=&tid=0&lid=0,19511-高级游戏研究经理（深圳）,1,2019-01-30,产品/项目类
深圳,position_detail.php?id=47129&keywords=&tid=0&lid=0,25668-腾讯云国际市场经理（深圳）,1,2019-01-30,市场类
深圳,position_detail.php?id=47130&keywords=&tid=0&lid=0,WXG09-332 微信支付内容营销经理（深圳）,1,2019-01-30,市场类
北京,position_detail.php?id=47131&keywords=&tid=0&lid=0,25666-腾讯云广电运营商客户经理（北京/上海/深圳/成都）,1,2019-01-30,市场类
深圳,position_detail.php?id=47159&keywords=&tid=0&lid=0,18796-腾讯云游戏后台高级开发工程师(深圳）,2,2019-01-30,技术类
深圳,position_detail.php?id=47148&keywords=&tid=0&lid=0,21309-深圳市腾讯教育科技有限公司运营物料设计师,1,2019-01-30,设计类
深圳,position_detail.php?id=47149&keywords=&tid=0&lid=0,PCG14-商业数据产品经理（深圳）,2,2019-01-30,产品/项目类
深圳,position_detail.php?id=47150&keywords=&tid=0&lid=0,PCG04-高级前端工程师（深圳）,1,2019-01-30,技术类
成都,position_detail.php?id=47152&keywords=&tid=0&lid=0,CSIG17-大数据及AI测试工程师,1,2019-01-30,技术类
深圳,position_detail.php?id=47153&keywords=&tid=0&lid=0,24012-新手游后台开发工程师（深圳）,1,2019-01-30,技术类
深圳,position_detail.php?id=47142&keywords=&tid=0&lid=0,19511-游戏业务流程经理（深圳）,1,2019-01-30,职能类
深圳,position_detail.php?id=47143&keywords=&tid=0&lid=0,15579-互娱项目管理经理(深圳),1,2019-01-30,产品/项目类
上海,position_detail.php?id=47144&keywords=&tid=0&lid=0,S2-税务管理经理(上海),1,2019-01-30,职能类
深圳,position_detail.php?id=47145&keywords=&tid=0&lid=0,22989-域名与DNS高级运维工程师,1,2019-01-30,技术类
